alpha 	 VyazovkinE 	 OzawaE 	 FridmanE
0.706	86.3853096961975	97.1166639431889	56.1788059306315	
0.707	86.3441824913025	97.0758307291971	56.1531752286252	
0.708	86.3030552864075	97.0350406513658	56.2692344786766	
0.709	86.2619280815125	96.9942936432914	57.5306569896651	
0.71	86.2208008766174	96.9535896384149	58.8945978020358	
0.711	86.1802697181702	96.9137259003452	60.0628193763458	
0.712	86.1462950706482	96.8798078223598	60.0392485507797	
0.713	86.1117243766785	96.8459183188986	60.0170140066609	
0.714	86.0777497291565	96.8120573576343	60.0010276222473	
0.715	86.0431790351868	96.7782249064859	59.9912522826317	
0.716	86.0092043876648	96.7444209328298	59.9814919388776	
0.717	85.9752297401428	96.7106656825753	59.9685574977739	
0.718	85.9412550926209	96.6770047638938	59.9452988358096	
0.719	85.9066843986511	96.6433724743041	59.9220606131536	
0.72	85.8727097511292	96.6097687802797	59.8988428046333	
0.721	85.8387351036072	96.5761936484264	59.8756453854216	
0.722	85.8047604560852	96.5426470458341	59.8524683304228	
0.723	85.771381855011	96.5091289389759	59.829311614908	
0.724	85.737407207489	96.4756392949675	59.8061752137954	
0.725	85.703432559967	96.442178080282	59.7177700225926	
0.726	85.6694579124451	96.4087452621136	59.0606476378294	
0.727	85.6354832649231	96.375340807596	57.990394701526	
0.728	85.6021046638489	96.3419646834941	56.977116938524	
0.729	85.5651497840881	96.3055572911081	56.6184487278492	
0.73	85.5258107185364	96.2667038757425	56.7578227663708	
0.731	85.4864716529846	96.2278901147121	56.8975599818961	
0.732	85.4477286338806	96.1891159490092	57.0376626398612	
0.733	85.4089856147766	96.1507692154468	57.1266844094522	
0.734	85.3702425956726	96.1129997359404	57.1562668395321	
0.735	85.3320956230164	96.0752681068829	57.2014561246971	
0.736	85.2945446968079	96.0375742727907	57.2458530907731	
0.737	85.2563977241516	96.0001658678031	57.2506587934125	
0.738	85.2188467979431	95.9629760303426	57.2269567182071	
0.739	85.1812958717346	95.9258236866794	57.2032784265042	
0.74	85.1437449455261	95.8887087806966	57.1796238827648	
0.741	85.1061940193176	95.851631256961	57.1559930516006	
0.742	85.0686430931091	95.8145910594006	57.3764894929914	
0.743	85.0310921669006	95.7775881329191	60.851004169094	
0.744	84.9941372871399	95.740622421855	64.3229009637122	
0.745	84.9577784538269	95.7049855823371	67.3094180836077	
0.746	84.9363207817078	95.6837394081341	67.291948762376	
0.747	84.9148631095886	95.6625033253887	67.2744885890411	
0.748	84.8928093910217	95.6412773306543	67.2570375587755	
0.749	84.8713517189026	95.6200614203476	67.2395956670901	
0.75	84.8498940467834	95.5988555909336	67.2221629092086	
0.751	84.8284363746643	95.5776598387248	67.2047392805039	
0.752	84.8069787025452	95.5564741603245	67.1873247763241	
0.753	84.7849249839783	95.5352985519227	67.1735118235661	
0.754	84.7634673118591	95.5141330101282	67.1787776807672	
0.755	84.74200963974	95.4929775311309	67.1953242822379	
0.756	84.7205519676209	95.471832111404	67.2117671060975	
0.757	84.6990942955017	95.4507355506984	67.202972474328	
0.758	84.6776366233826	95.429823634559	67.1124232114143	
0.759	84.6567749977112	95.408922531357	66.9935653746448	
0.76	84.635317325592	95.388032235268	66.8749343920799	
0.761	84.6138596534729	95.3671527403668	66.7289105475359	
0.762	84.5929980278015	95.3462840405158	64.962113607534	
0.763	84.5715403556824	95.3250944039497	61.8030619819714	
0.764	84.5494866371155	95.3036858288394	58.4887952699974	
0.765	84.5274329185486	95.2820445411208	55.0010016490432	
0.766	84.4880938529968	95.2429387579004	54.9769660506835	
0.767	84.4481587409973	95.2038743805826	54.9529557153263	
0.768	84.4088196754456	95.1648513446619	54.9289706037495	
0.769	84.3694806098938	95.1258695854509	54.905010676495	
0.77	84.330141544342	95.086929038628	54.8810758942694	
0.771	84.2908024787903	95.0480296399245	54.8571662181664	
0.772	84.2514634132385	95.0091713249102	54.8332816087519	
0.773	84.2121243476868	94.9703540298936	54.809422027362	
0.774	84.1733813285828	94.9315776907506	54.813410676931	
0.775	84.134042263031	94.8928422439125	54.873878794482	
0.776	84.0947031974792	94.8541476256858	54.9515547968853	
0.777	84.0559601783752	94.8154937725167	55.0273288695252	
0.778	84.0172171592712	94.7771371635809	55.0609262544929	
0.779	83.9784741401672	94.7391809337809	58.4868600334422	
0.78	83.940327167511	94.7012629871092	62.4044479401395	
0.781	83.9021801948547	94.6633832684157	66.03716591718	
0.782	83.8801264762878	94.6421189205904	66.1099699138489	
0.783	83.8592648506165	94.6212964673858	66.0941261098602	
0.784	83.8378071784973	94.6004868080589	66.0782920707183	
0.785	83.8169455528259	94.5796899314631	66.0624677878555	
0.786	83.7954878807068	94.5589058267227	66.0466532527954	
0.787	83.7746262550354	94.5381344826209	65.903219635543	
0.788	83.7531685829163	94.5173758880048	65.3942619799311	
0.789	83.7323069572449	94.4966300319583	64.6705318373289	
0.79	83.7108492851257	94.4758969034393	63.9558411731156	
0.791	83.6899876594543	94.4551764911569	63.2499714115926	
0.792	83.669126033783	94.4344687843428	62.5527118483929	
0.793	83.6458802223206	94.4119323233453	62.1974076468523	
0.794	83.6214423179626	94.3875588731567	62.1797464612032	
0.795	83.596408367157	94.3632018698849	62.1620973715857	
0.796	83.5719704627991	94.3388612979798	62.1352363768339	
0.797	83.5469365119934	94.3145371421441	62.0500419921318	
0.798	83.5224986076355	94.2902293866277	61.3224306278052	
0.799	83.4974646568298	94.2659380160609	60.0164518685082	
0.8	83.4730267524719	94.2415989531273	58.6898699150157	
